event_time,event_type,organisation_name,place_name,asset_name,asset_type,module_id
2021-02-23 6:07:14,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-16 10:20:57,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 12:26:06,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-23 4:06:37,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 19:09:17,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,598-84-6937
2021-02-20 8:42:12,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 2:45:20,Connected,"Taylor, Flores and Douglas","Parks, Nash and Espinoza",YN-NZP-03,3,
2021-02-19 9:20:25,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 23:40:12,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-19 13:36:15,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 3:55:20,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 3:30:09,Disconnected,"Taylor, Flores and Douglas","Moreno, Butler and Huff",KL-RZN-01,3,
2021-02-22 11:00:07,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,PD-PFG-92,3,
2021-02-19 9:22:24,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 17:23:59,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-18 2:45:51,Connected,"Taylor, Flores and Douglas",Brown-Jenkins,CK-XNN-42,3,
2021-02-21 15:21:55,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,
2021-02-20 13:56:18,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 22:04:46,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-23 6:58:22,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 9:30:08,Connected,"Taylor, Flores and Douglas","Martinez, Pruitt and Wheeler",KN-GWX-65,3,
2021-02-20 18:11:29,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 16:15:23,Connected,"Taylor, Flores and Douglas","Knox, Mills and Keith",WT-JZS-58,3,
2021-02-17 10:05:07,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 5:21:53,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 22:23:04,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,
2021-02-16 1:45:50,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 9:31:11,Connected,Larson-Mccall,Benson Ltd,MO-RQJ-49,8,
2021-02-23 5:40:11,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 18:30:07,Connected,"Taylor, Flores and Douglas","Harris, Gross and Schmidt",EW-ONE-19,3,
2021-02-19 13:56:26,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 7:46:18,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 2:08:48,Disconnected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-22 18:19:33,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-18 22:23:02,Disconnected,Larson-Mccall,"Aguilar, Price and Clark",MC-FRO-53,8,
2021-02-20 16:32:25,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 12:15:12,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-23 0:56:52,Connected,"Taylor, Flores and Douglas","Young, Fox and Bryant",UM-XEZ-99,3,
2021-02-16 17:04:18,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 5:56:52,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 13:33:29,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 18:34:55,Connected,"Taylor, Flores and Douglas",Brown-Jenkins,CK-XNN-42,3,
2021-02-18 6:49:41,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 5:47:03,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 17:24:26,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 15:11:15,Connected,Larson-Mccall,"Aguilar, Price and Clark",CJ-KWS-16,8,
2021-02-18 14:33:38,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 16:01:19,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 6:54:43,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-23 6:04:26,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 9:05:47,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 18:31:48,Connected,Larson-Mccall,Benson Ltd,GR-TDN-28,8,
2021-02-16 8:48:44,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-17 3:10:12,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,478-66-3754
2021-02-19 2:14:53,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 10:21:32,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-18 8:45:21,Connected,"Taylor, Flores and Douglas",Knight PLC,XQ-ZSS-50,3,
2021-02-22 22:10:15,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-19 14:11:15,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-18 14:56:18,Connected,Larson-Mccall,Benson Ltd,MO-RQJ-49,8,
2021-02-23 9:43:44,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 19:02:12,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 13:27:20,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 21:07:35,Connected,"Taylor, Flores and Douglas","Young, Fox and Bryant",UM-XEZ-99,3,
2021-02-20 7:50:39,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 10:15:08,Connected,"Taylor, Flores and Douglas","Martinez, Pruitt and Wheeler",KN-GWX-65,3,
2021-02-21 9:46:50,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 10:10:04,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-18 5:58:37,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-16 10:58:55,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-18 13:54:26,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 11:28:12,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 10:30:14,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 13:05:29,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 10:11:25,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 5:37:45,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 2:41:18,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 22:51:54,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,
2021-02-20 10:40:16,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 13:43:12,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 12:04:33,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 3:52:51,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 9:16:27,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 6:31:23,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 10:20:54,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 3:16:54,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 23:11:56,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-22 8:21:24,Connected,"Taylor, Flores and Douglas","Martinez, Pruitt and Wheeler",KN-GWX-65,3,
2021-02-17 6:27:04,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 5:32:30,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 10:08:38,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 16:11:34,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 12:15:19,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 15:53:38,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 4:47:52,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 10:01:29,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 12:16:08,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 3:41:48,Disconnected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-23 9:45:30,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 17:54:21,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-16 15:38:38,Connected,"Taylor, Flores and Douglas",Brown-Jenkins,CF-MQK-54,3,
2021-02-16 5:13:53,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 13:48:51,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-17 14:43:15,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 8:41:54,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 10:02:40,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-18 12:27:36,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 12:39:48,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 8:31:27,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 7:44:01,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,
2021-02-23 3:30:07,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,PD-PFG-92,3,
2021-02-21 2:45:08,Disconnected,"Taylor, Flores and Douglas",Diaz Inc,TY-VOB-39,3,
2021-02-22 1:37:22,Connected,"Taylor, Flores and Douglas","Parks, Nash and Espinoza",YN-NZP-03,3,
2021-02-19 2:36:18,Connected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-18 19:27:32,Connected,"Taylor, Flores and Douglas",Gallagher-Moore,WF-QFJ-09,3,
2021-02-22 18:09:58,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-20 3:31:47,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 7:48:31,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 11:31:02,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 10:31:09,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 8:50:46,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-23 8:53:25,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 3:30:20,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 17:00:09,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,PD-PFG-92,3,
2021-02-19 8:24:08,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 19:44:44,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-17 9:34:11,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 4:29:45,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 2:45:21,Disconnected,"Taylor, Flores and Douglas","Berry, Meyer and Williams",DJ-VZR-77,3,
2021-02-21 8:47:53,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 7:26:37,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 10:27:07,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 15:08:20,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 14:37:05,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 15:30:08,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,YW-QRR-91,3,
2021-02-16 20:45:51,Connected,"Taylor, Flores and Douglas",Brown-Jenkins,CK-XNN-42,3,
2021-02-23 8:12:22,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 12:22:00,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 3:30:20,Connected,"Taylor, Flores and Douglas","Knox, Mills and Keith",WT-JZS-58,3,
2021-02-17 10:51:54,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,
2021-02-20 14:09:19,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-16 10:37:57,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-17 4:28:58,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 3:15:21,Connected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-17 16:45:28,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 17:50:45,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 10:34:07,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 10:57:30,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 7:02:58,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-23 9:20:49,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 13:34:01,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 11:05:46,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 3:30:07,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,PD-PFG-92,3,
2021-02-18 15:18:05,Connected,"Taylor, Flores and Douglas","Harris, Gross and Schmidt",EW-ONE-19,3,
2021-02-21 7:22:30,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 2:00:08,Connected,"Taylor, Flores and Douglas",Chandler PLC,GF-XQD-42,3,
2021-02-23 6:53:20,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 2:53:12,Connected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-21 11:52:29,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-18 6:21:45,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 11:32:12,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 3:40:46,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 23:04:42,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-23 4:40:15,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 2:23:49,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-23 9:04:27,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 5:48:00,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 22:04:56,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,598-84-6937
2021-02-22 11:45:08,Connected,"Taylor, Flores and Douglas","Harris, Gross and Schmidt",EW-ONE-19,3,
2021-02-19 9:52:11,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-17 11:31:14,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 13:16:23,Connected,"Taylor, Flores and Douglas",Gallagher-Moore,IO-MMI-57,3,
2021-02-22 2:28:46,Connected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-22 10:15:57,Connected,"Taylor, Flores and Douglas",Brown-Jenkins,CK-XNN-42,3,
2021-02-22 23:45:40,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-20 12:15:09,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 7:25:55,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 12:11:40,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 9:42:20,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 8:18:19,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 7:13:44,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 22:09:20,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,598-84-6937
2021-02-20 10:00:38,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-18 13:15:33,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 10:15:08,Connected,"Taylor, Flores and Douglas","Harris, Gross and Schmidt",EW-ONE-19,3,
2021-02-21 22:28:21,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,598-84-6937
2021-02-21 7:18:42,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 4:32:53,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 22:50:00,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-17 15:33:18,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 7:43:59,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,
2021-02-20 12:44:10,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 6:00:22,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 4:55:38,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-23 9:00:28,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 7:46:29,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 7:29:07,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 8:07:50,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 5:15:01,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 5:08:19,Connected,"Taylor, Flores and Douglas",Gallagher-Moore,IO-MMI-57,3,
2021-02-18 5:33:05,Connected,"Taylor, Flores and Douglas","Harris, Gross and Schmidt",EW-ONE-19,3,
2021-02-17 7:36:32,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 8:46:04,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 7:00:51,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-18 12:08:20,Connected,"Taylor, Flores and Douglas",Gallagher-Moore,IO-MMI-57,3,
2021-02-21 6:50:44,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 21:30:08,Connected,"Taylor, Flores and Douglas","Martinez, Pruitt and Wheeler",KN-GWX-65,3,
2021-02-23 8:53:19,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 10:12:01,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 0:54:11,Connected,Larson-Mccall,"Aguilar, Price and Clark",CJ-KWS-16,8,
2021-02-19 23:15:06,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-19 4:35:52,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 2:45:07,Disconnected,"Taylor, Flores and Douglas",Hunter-Shepherd,JL-YFJ-40,3,
2021-02-19 2:01:54,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 3:20:41,Connected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-23 9:41:24,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 3:30:10,Connected,"Taylor, Flores and Douglas",Cantu-Lane,PL-PSP-39,3,
2021-02-20 20:04:28,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,598-84-6937
2021-02-21 2:51:12,Connected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-22 2:00:07,Connected,"Taylor, Flores and Douglas","Hart, Mason and Smith",WN-DQW-72,3,
2021-02-22 4:33:49,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 7:58:28,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 9:26:09,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 8:08:47,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 13:26:13,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 3:30:00,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 2:22:49,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 6:30:08,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,YW-QRR-91,3,
2021-02-17 4:37:00,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-18 21:52:41,Connected,"Taylor, Flores and Douglas",Lane Inc,WG-AYD-90,3,
2021-02-21 3:46:19,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 10:29:29,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-18 8:30:52,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 8:07:30,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 7:30:10,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 3:16:13,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 12:09:29,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-18 13:48:05,Connected,"Taylor, Flores and Douglas","Harris, Gross and Schmidt",EW-ONE-19,3,
2021-02-21 21:28:36,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 6:28:20,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 11:53:32,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 9:00:03,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 5:00:08,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,YW-QRR-91,3,
2021-02-22 3:07:49,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-18 7:33:51,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 10:40:34,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 7:35:35,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-16 3:23:08,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 12:38:29,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 18:30:21,Connected,"Taylor, Flores and Douglas","Parks, Nash and Espinoza",YN-NZP-03,3,
2021-02-19 1:03:32,Disconnected,Larson-Mccall,"Aguilar, Price and Clark",BM-LAS-19,8,
2021-02-19 6:30:22,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 3:00:58,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-18 0:15:34,Connected,"Taylor, Flores and Douglas","Booth, Gregory and Saunders",ZU-MOT-42,3,
2021-02-21 8:00:07,Connected,"Taylor, Flores and Douglas","Martinez, Pruitt and Wheeler",KN-GWX-65,3,
2021-02-20 11:14:41,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 2:25:47,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 4:16:55,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 15:32:16,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 19:45:03,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-20 9:30:52,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 7:40:37,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 8:27:25,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-18 13:01:21,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 3:24:52,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-18 5:36:42,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 1:00:20,Disconnected,Gonzalez-Hancock,Bell LLC,IC-INE-34,8,
2021-02-20 16:59:23,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-18 14:03:38,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 19:51:11,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-16 8:12:57,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
